source,paperid,doi,file_name,format,parse_status,n_tables,max_table_rows,n_images,n_words_prose,has_observation_table,any_summary_table,n_sheets,max_sheet_rows,n_merged_ranges,multi_table_sheet,content_class
jwh,67601,10.2166/wh.2019.064,wh2019064supp.docx,docx,ok,0,0,0,273,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,67697,10.2166/wh.2019.272,wh2019272supp.docx,docx,ok,0,0,1,688,FALSE,FALSE,NA,NA,NA,NA,figures
jwh,67628,10.2166/wh.2019.044,wh2019044supp.docx,docx,ok,2,50,0,710,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,69035,10.2166/wh.2019.054,wh2019054supp.docx,docx,ok,0,0,1,676,FALSE,FALSE,NA,NA,NA,NA,figures
jwh,68123,10.2166/wh.2019.216,wh2019216supp.docx,docx,ok,2,9,0,19453,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,70024,10.2166/wh.2019.060,jwh2019060supp.docx,docx,ok,2,26,0,839,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,73007,10.2166/wh.2020.096,jwh2020096supp.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,71985,10.2166/wh.2020.088,jwh2020088supp.docx,docx,ok,10,70,0,5807,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,72313,10.2166/wh.2020.182,jwh2020182supp.docx,docx,ok,0,0,0,681,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,73372,10.2166/wh.2020.213,jwh2020213supp.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,73992,10.2166/wh.2020.221,jwh2020221supp.docx,docx,ok,0,0,0,574,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,74278,10.2166/wh.2020.227,jwh2020227supp.docx,docx,ok,2,3,0,74,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,74432,10.2166/wh.2020.029,jwh2020029supp.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,TRUE,6,116,19,TRUE,observation tables
jwh,75064,10.2166/wh.2020.053,jwh2020053supp.docx,docx,ok,0,0,0,2547,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,75618,10.2166/wh.2020.042,jwh2020042supp.docx,docx,ok,0,0,0,961,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,76129,10.2166/wh.2020.220,jwh2020220supp.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,75761,10.2166/wh.2020.086,jwh2020086supp.docx,docx,ok,0,0,0,15,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,75762,10.2166/wh.2020.100,jwh2020100supp.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,75998,10.2166/wh.2020.271,jwh2020271supp.docx,docx,ok,1,21,0,1556,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,76519,10.2166/wh.2020.018,jwh2020018supp.docx,docx,ok,0,0,0,836,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,77704,10.2166/wh.2020.093,jwh2020093supp.docx,docx,ok,1,16,0,62,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,78246,10.2166/wh.2020.115,jwh2020115supp.docx,docx,ok,0,0,0,22,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,79854,10.2166/wh.2021.247,jwh2021247supp1.png,png,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,79854,10.2166/wh.2021.247,jwh2021247supp2.png,png,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,79854,10.2166/wh.2021.247,jwh2021247supp3.png,png,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,79854,10.2166/wh.2021.247,jwh2021247supp4.png,png,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,80350,10.2166/wh.2021.150,jwh2021150supp.docx,docx,ok,0,0,0,776,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,81997,10.2166/wh.2021.051,jwh2021051supp.docx,docx,ok,0,0,0,44,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,83535,10.2166/wh.2021.011,jwh2021011supp.docx,docx,ok,0,0,0,3479,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,84117,10.2166/wh.2021.031,jwh2021031supp.docx,docx,ok,0,0,0,113,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,84531,10.2166/wh.2021.171,jwh2021171supp.docx,docx,ok,1,3,0,708,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,84206,10.2166/wh.2021.091,jwh2021091supp.doc,doc,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,85322,10.2166/wh.2021.018,jwh2021018supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,85322,10.2166/wh.2021.018,jwh2021018supp2.docx,docx,ok,0,0,0,766,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,85838,10.2166/wh.2021.064,jwh2021064supp1.xlsx,xlsx,ok,NA,NA,NA,NA,FALSE,TRUE,3,43,0,FALSE,summary tables
jwh,85838,10.2166/wh.2021.064,jwh2021064supp2.docx,docx,ok,1,21,0,0,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,85838,10.2166/wh.2021.064,jwh2021064supp3.docx,docx,ok,1,37,0,11,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,85838,10.2166/wh.2021.064,jwh2021064supp4.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,FALSE,3,38,0,FALSE,observation tables
jwh,85846,10.2166/wh.2021.127,jwh2021127supp.docx,docx,ok,0,0,0,730,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,84323,10.2166/wh.2021.167,jwh2021167supp.docx,docx,ok,0,0,0,69,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,85898,10.2166/wh.2021.169,jwh2021169supp.docx,docx,ok,0,0,0,4148,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,85852,10.2166/wh.2021.312,jwh2021312supp.docx,docx,ok,0,0,0,1481,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,85933,10.2166/wh.2021.152,jwh2021152supp.docx,docx,ok,0,0,0,592,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,86945,10.2166/wh.2022.190,jwh2022190supp.docx,docx,ok,0,0,0,4742,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,86325,10.2166/wh.2022.218,jwh2022218supp1.docx,docx,ok,0,0,0,266,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,86325,10.2166/wh.2022.218,jwh2022218supp2.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,FALSE,3,46,5,TRUE,observation tables
jwh,86497,10.2166/wh.2022.232,jwh2022232supp.docx,docx,ok,0,0,0,75,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,86883,10.2166/wh.2022.183,jwh2022183supp.docx,docx,ok,1,3,0,989,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,86979,10.2166/wh.2022.233,jwh2022233supp.docx,docx,ok,1,21,0,2107,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,88088,10.2166/wh.2022.252,jwh2022252supp.docx,docx,ok,0,0,0,123,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,87615,10.2166/wh.2022.285,jwh2022285supp.docx,docx,ok,0,0,0,542,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,88199,10.2166/wh.2022.312,jwh2022312supp.docx,docx,ok,1,17,0,1449,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,88197,10.2166/wh.2022.014,jwh2022014supp.docx,docx,ok,0,0,0,198,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,88145,10.2166/wh.2022.294,jwh2022294supp.docx,docx,ok,3,113,0,258,FALSE,TRUE,NA,NA,NA,NA,summary tables
jwh,88298,10.2166/wh.2022.296,jwh2022296supp.docx,docx,ok,0,0,0,464,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,89166,10.2166/wh.2022.276,jwh2022276supp.docx,docx,ok,0,0,0,211,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,89624,10.2166/wh.2022.117,jwh2022117supp1.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,FALSE,9,58,9,TRUE,observation tables
jwh,89787,10.2166/wh.2022.115,jwh0201223supp1.docx,docx,ok,4,9,0,16698,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,90176,10.2166/wh.2022.026,jwh0201284supp1.docx,docx,ok,0,0,0,3479,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,91409,10.2166/wh.2022.048,jwh0201479supp1.docx,docx,ok,0,0,0,1000,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,91090,10.2166/wh.2022.061,jwh0201497supp1.docx,docx,ok,0,0,0,1461,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,90419,10.2166/wh.2022.201,jwh0201517supp1.doc,doc,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,90419,10.2166/wh.2022.201,jwh0201517supp2.docx,docx,ok,7,12,0,620,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,90419,10.2166/wh.2022.201,jwh0201517supp3.docx,docx,ok,2,7,0,757,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,91868,10.2166/wh.2022.129,jwh0201701supp1.docx,docx,ok,0,0,0,8471,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,92986,10.2166/wh.2023.237,jwh0210094supp1.docx,docx,ok,1,52,0,428,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,92696,10.2166/wh.2022.254,jwh0210125supp1.docx,docx,ok,1,28,0,17,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,93118,10.2166/wh.2023.136,jwh0210147supp1.docx,docx,ok,0,0,0,548,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,93388,10.2166/wh.2023.291,jwh0210299supp1.docx,docx,ok,0,0,0,1783,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,93754,10.2166/wh.2023.238,jwh0210329supp1.docx,docx,ok,0,0,0,3756,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,94080,10.2166/wh.2023.213,jwh0210463supp1.docx,docx,ok,0,0,6,229,FALSE,FALSE,NA,NA,NA,NA,figures
jwh,94537,10.2166/wh.2023.314,jwh0210514supp1.docx,docx,ok,0,0,0,1726,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,94501,10.2166/wh.2023.276,jwh0210571supp1.docx,docx,ok,1,3,0,3175,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,94622,10.2166/wh.2023.312,jwh0210615supp1.docx,docx,ok,7,88,0,597,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,94538,10.2166/wh.2023.318,jwh0210625supp1.docx,docx,ok,1,14,0,3068,FALSE,TRUE,NA,NA,NA,NA,summary tables
jwh,95037,10.2166/wh.2023.267,jwh0210702supp1.docx,docx,ok,6,11,0,1152,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,95080,10.2166/wh.2023.014,jwh0210789supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,95081,10.2166/wh.2023.057,jwh0210831supp1.docx,docx,ok,6,18,0,3772,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,96017,10.2166/wh.2023.126,jwh0210972supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,96161,10.2166/wh.2023.004,jwh0210995supp1.docx,docx,ok,1,20,0,2490,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,96796,10.2166/wh.2023.027,jwh0211004supp1.docx,docx,ok,0,0,0,7110,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,96718,10.2166/wh.2023.099,jwh0211073supp1.docx,docx,ok,2,20,0,1692,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,97397,10.2166/wh.2023.051,jwh0211143supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,97052,10.2166/wh.2023.091,jwh0211228supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,97430,10.2166/wh.2023.128,jwh0211242supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,97430,10.2166/wh.2023.128,jwh0211242supp2.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,FALSE,1,68,41,FALSE,observation tables
jwh,97476,10.2166/wh.2023.190,jwh0211357supp1.docx,docx,ok,0,0,0,310,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,97476,10.2166/wh.2023.190,jwh0211357supp2.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,FALSE,7,177,0,TRUE,observation tables
jwh,97928,10.2166/wh.2023.157,jwh0211518supp1.docx,docx,ok,1,9,0,90,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,97761,10.2166/wh.2023.262,jwh0211530supp1.docx,docx,ok,0,0,0,287,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,97633,10.2166/wh.2023.261,jwh0211611supp1.docx,docx,ok,0,0,0,3676,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,98180,10.2166/wh.2023.121,jwh0211651supp1.docx,docx,ok,0,0,0,782,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,98015,10.2166/wh.2023.130,jwh0211663supp1.docx,docx,ok,0,0,0,1271,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,98609,10.2166/wh.2023.088,jwh0211747supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,98521,10.2166/wh.2023.204,jwh0211772supp1.docx,docx,ok,2,3,0,1689,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,98613,10.2166/wh.2023.129,jwh0211795supp1.docx,docx,ok,0,0,0,1124,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,98626,10.2166/wh.2023.174,jwh0211834supp1.docx,docx,ok,0,0,0,158,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,98626,10.2166/wh.2023.174,jwh0211834supp2.xlsx,xlsx,ok,NA,NA,NA,NA,TRUE,TRUE,5,120,0,FALSE,observation tables
jwh,99279,10.2166/wh.2023.205,jwh0211847supp1.docx,docx,ok,2,8,0,502,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,99252,10.2166/wh.2023.245,jwh0211922supp1.docx,docx,ok,0,0,0,26,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,99402,10.2166/wh.2023.072,jwh0220052supp1.docx,docx,ok,1,3,0,292,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,99546,10.2166/wh.2023.082,jwh0220235supp1.docx,docx,ok,0,0,0,11918,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,99853,10.2166/wh.2024.233,jwh0220309supp1.docx,docx,ok,2,1,0,317,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,99906,10.2166/wh.2024.309,jwh0220372supp1.docx,docx,ok,0,0,0,525,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,99843,10.2166/wh.2024.316,jwh0220385supp1.doc,doc,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,100390,10.2166/wh.2024.345,jwh0220584supp1.docx,docx,ok,0,0,0,155,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,100428,10.2166/wh.2024.348,jwh0220601supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,100428,10.2166/wh.2024.348,jwh0220601supp2.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,100565,10.2166/wh.2024.327,jwh0220717supp1.docx,docx,ok,0,0,0,1581,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,100892,10.2166/wh.2024.018,jwh0220757supp1.docx,docx,ok,0,0,0,562,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,102051,10.2166/wh.2024.293,jwh0220811supp1.docx,docx,ok,1,6,0,326,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,101132,10.2166/wh.2024.312,jwh0220842supp1.docx,docx,ok,14,9,0,1652,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,101335,10.2166/wh.2024.059,jwh0220939supp1.docx,docx,ok,0,0,0,2773,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,102448,10.2166/wh.2024.251,jwh0220967supp1.docx,docx,ok,1,33,0,640,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,101631,10.2166/wh.2024.303,jwh0220978supp1.docx,docx,ok,1,4,0,1900,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,102892,10.2166/wh.2024.043,jwh0221209supp1.docx,docx,ok,0,0,0,3259,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,102447,10.2166/wh.2024.060,jwh0221235supp1.docx,docx,ok,0,0,0,1444,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104043,10.2166/wh.2024.377,jwh0221347supp1.docx,docx,ok,0,0,0,233,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,103308,10.2166/wh.2024.074,jwh0221409supp1.docx,docx,ok,1,85,0,750,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,103100,10.2166/wh.2024.107,jwh0221491supp1.docx,docx,ok,0,0,0,551,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104024,10.2166/wh.2024.186,jwh0221556supp1.docx,docx,ok,0,0,0,2117,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104005,10.2166/wh.2024.338,jwh0221594supp1.docx,docx,ok,0,0,0,2041,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104248,10.2166/wh.2024.376,jwh0221606supp1.docx,docx,ok,0,0,0,22620,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104563,10.2166/wh.2024.108,jwh0221641supp1.docx,docx,ok,0,0,0,389,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104040,10.2166/wh.2024.115,jwh0221650supp1.docx,docx,ok,0,0,0,2125,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,104023,10.2166/wh.2024.161,jwh0221683supp1.pdf,pdf,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,104988,10.2166/wh.2024.392,jwh0221743supp1.doc,doc,not_attempted,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,not_attempted
jwh,105080,10.2166/wh.2024.024,jwh0221756supp1.docx,docx,ok,1,127,0,11,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,104865,10.2166/wh.2024.081,jwh0221781supp1.docx,docx,ok,0,0,0,81,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,105724,10.2166/wh.2024.205,jwh0222060supp1.docx,docx,ok,2,14,0,2621,FALSE,FALSE,NA,NA,NA,NA,summary tables
jwh,105376,10.2166/wh.2024.285,jwh0222171supp1.docx,docx,ok,0,0,0,488,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,105430,10.2166/wh.2024.301,jwh0222218supp1.docx,docx,ok,0,0,0,30,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,105920,10.2166/wh.2024.126,jwh0222276supp1.docx,docx,ok,0,0,0,411,FALSE,FALSE,NA,NA,NA,NA,prose only
jwh,106142,10.2166/wh.2024.270,jwh0222358supp1.docx,docx,ok,8,51,0,61,TRUE,FALSE,NA,NA,NA,NA,observation tables
jwh,106005,10.2166/wh.2024.284,jwh0222398supp1.xlsx,xlsx,ok,NA,NA,NA,NA,FALSE,TRUE,1,55,0,FALSE,summary tables
jwh,106005,10.2166/wh.2024.284,jwh0222398supp2.xlsx,xlsx,ok,NA,NA,NA,NA,FALSE,FALSE,1,14,16,FALSE,summary tables
jwh,106290,10.2166/wh.2024.113,jwh0230016supp1.docx,docx,ok,0,0,0,2337,FALSE,FALSE,NA,NA,NA,NA,prose only
