volume,issue,url,published_year
1,1,https://iwaponline.com/ws/issue/1/1,2001
1,2,https://iwaponline.com/ws/issue/1/2,2001
1,3,https://iwaponline.com/ws/issue/1/3,2001
1,4,https://iwaponline.com/ws/issue/1/4,2001
1,5-6,https://iwaponline.com/ws/issue/1/5-6,2001
2,1,https://iwaponline.com/ws/issue/2/1,2002
2,2,https://iwaponline.com/ws/issue/2/2,2002
2,3,https://iwaponline.com/ws/issue/2/3,2002
2,4,https://iwaponline.com/ws/issue/2/4,2002
2,5-6,https://iwaponline.com/ws/issue/2/5-6,2002
3,1-2,https://iwaponline.com/ws/issue/3/1-2,2003
3,3,https://iwaponline.com/ws/issue/3/3,2003
3,4,https://iwaponline.com/ws/issue/3/4,2003
3,5-6,https://iwaponline.com/ws/issue/3/5-6,2003
4,1,https://iwaponline.com/ws/issue/4/1,2004
4,2,https://iwaponline.com/ws/issue/4/2,2004
4,3,https://iwaponline.com/ws/issue/4/3,2004
4,4,https://iwaponline.com/ws/issue/4/4,2004
4,5-6,https://iwaponline.com/ws/issue/4/5-6,2004
5,1,https://iwaponline.com/ws/issue/5/1,2005
5,2,https://iwaponline.com/ws/issue/5/2,2005
5,3-4,https://iwaponline.com/ws/issue/5/3-4,2005
5,5,https://iwaponline.com/ws/issue/5/5,2005
5,6,https://iwaponline.com/ws/issue/5/6,2005
6,1,https://iwaponline.com/ws/issue/6/1,2006
6,2,https://iwaponline.com/ws/issue/6/2,2006
6,3,https://iwaponline.com/ws/issue/6/3,2006
6,4,https://iwaponline.com/ws/issue/6/4,2006
6,5,https://iwaponline.com/ws/issue/6/5,2006
6,6,https://iwaponline.com/ws/issue/6/6,2006
7,1,https://iwaponline.com/ws/issue/7/1,2007
7,2,https://iwaponline.com/ws/issue/7/2,2007
7,3,https://iwaponline.com/ws/issue/7/3,2007
7,4,https://iwaponline.com/ws/issue/7/4,2007
7,5-6,https://iwaponline.com/ws/issue/7/5-6,2007
8,1,https://iwaponline.com/ws/issue/8/1,2008
8,2,https://iwaponline.com/ws/issue/8/2,2008
8,3,https://iwaponline.com/ws/issue/8/3,2008
8,4,https://iwaponline.com/ws/issue/8/4,2008
8,5,https://iwaponline.com/ws/issue/8/5,2008
8,6,https://iwaponline.com/ws/issue/8/6,2008
9,1,https://iwaponline.com/ws/issue/9/1,2009
9,2,https://iwaponline.com/ws/issue/9/2,2009
9,3,https://iwaponline.com/ws/issue/9/3,2009
9,4,https://iwaponline.com/ws/issue/9/4,2009
9,5,https://iwaponline.com/ws/issue/9/5,2009
9,6,https://iwaponline.com/ws/issue/9/6,2009
10,1,https://iwaponline.com/ws/issue/10/1,2010
10,2,https://iwaponline.com/ws/issue/10/2,2010
10,3,https://iwaponline.com/ws/issue/10/3,2010
10,4,https://iwaponline.com/ws/issue/10/4,2010
10,5,https://iwaponline.com/ws/issue/10/5,2010
10,6,https://iwaponline.com/ws/issue/10/6,2010
11,1,https://iwaponline.com/ws/issue/11/1,2011
11,2,https://iwaponline.com/ws/issue/11/2,2011
11,3,https://iwaponline.com/ws/issue/11/3,2011
11,4,https://iwaponline.com/ws/issue/11/4,2011
11,5,https://iwaponline.com/ws/issue/11/5,2011
11,6,https://iwaponline.com/ws/issue/11/6,2011
12,1,https://iwaponline.com/ws/issue/12/1,2012
12,2,https://iwaponline.com/ws/issue/12/2,2012
12,3,https://iwaponline.com/ws/issue/12/3,2012
12,4,https://iwaponline.com/ws/issue/12/4,2012
12,5,https://iwaponline.com/ws/issue/12/5,2012
12,6,https://iwaponline.com/ws/issue/12/6,2012
13,1,https://iwaponline.com/ws/issue/13/1,2013
13,2,https://iwaponline.com/ws/issue/13/2,2013
13,3,https://iwaponline.com/ws/issue/13/3,2013
13,4,https://iwaponline.com/ws/issue/13/4,2013
13,5,https://iwaponline.com/ws/issue/13/5,2013
13,6,https://iwaponline.com/ws/issue/13/6,2013
14,1,https://iwaponline.com/ws/issue/14/1,2014
14,2,https://iwaponline.com/ws/issue/14/2,2014
14,3,https://iwaponline.com/ws/issue/14/3,2014
14,4,https://iwaponline.com/ws/issue/14/4,2014
14,5,https://iwaponline.com/ws/issue/14/5,2014
14,6,https://iwaponline.com/ws/issue/14/6,2014
15,1,https://iwaponline.com/ws/issue/15/1,2015
15,2,https://iwaponline.com/ws/issue/15/2,2015
15,3,https://iwaponline.com/ws/issue/15/3,2015
15,4,https://iwaponline.com/ws/issue/15/4,2015
15,5,https://iwaponline.com/ws/issue/15/5,2015
15,6,https://iwaponline.com/ws/issue/15/6,2015
16,1,https://iwaponline.com/ws/issue/16/1,2016
16,2,https://iwaponline.com/ws/issue/16/2,2016
16,3,https://iwaponline.com/ws/issue/16/3,2016
16,4,https://iwaponline.com/ws/issue/16/4,2016
16,5,https://iwaponline.com/ws/issue/16/5,2016
16,6,https://iwaponline.com/ws/issue/16/6,2016
17,1,https://iwaponline.com/ws/issue/17/1,2017
17,2,https://iwaponline.com/ws/issue/17/2,2017
17,3,https://iwaponline.com/ws/issue/17/3,2017
17,4,https://iwaponline.com/ws/issue/17/4,2017
17,5,https://iwaponline.com/ws/issue/17/5,2017
17,6,https://iwaponline.com/ws/issue/17/6,2017
18,1,https://iwaponline.com/ws/issue/18/1,2018
18,2,https://iwaponline.com/ws/issue/18/2,2018
18,3,https://iwaponline.com/ws/issue/18/3,2018
18,4,https://iwaponline.com/ws/issue/18/4,2018
18,5,https://iwaponline.com/ws/issue/18/5,2018
18,6,https://iwaponline.com/ws/issue/18/6,2018
19,1,https://iwaponline.com/ws/issue/19/1,2019
19,2,https://iwaponline.com/ws/issue/19/2,2019
19,3,https://iwaponline.com/ws/issue/19/3,2019
19,4,https://iwaponline.com/ws/issue/19/4,2019
19,5,https://iwaponline.com/ws/issue/19/5,2019
19,6,https://iwaponline.com/ws/issue/19/6,2019
19,7,https://iwaponline.com/ws/issue/19/7,2019
19,8,https://iwaponline.com/ws/issue/19/8,2019
20,1,https://iwaponline.com/ws/issue/20/1,2020
20,2,https://iwaponline.com/ws/issue/20/2,2020
20,3,https://iwaponline.com/ws/issue/20/3,2020
20,4,https://iwaponline.com/ws/issue/20/4,2020
20,5,https://iwaponline.com/ws/issue/20/5,2020
20,6,https://iwaponline.com/ws/issue/20/6,2020
20,7,https://iwaponline.com/ws/issue/20/7,2020
20,8,https://iwaponline.com/ws/issue/20/8,2020
21,1,https://iwaponline.com/ws/issue/21/1,2021
21,2,https://iwaponline.com/ws/issue/21/2,2021
21,3,https://iwaponline.com/ws/issue/21/3,2021
21,4,https://iwaponline.com/ws/issue/21/4,2021
21,5,https://iwaponline.com/ws/issue/21/5,2021
21,6,https://iwaponline.com/ws/issue/21/6,2021
21,7,https://iwaponline.com/ws/issue/21/7,2021
21,8,https://iwaponline.com/ws/issue/21/8,2021
22,1,https://iwaponline.com/ws/issue/22/1,2022
22,2,https://iwaponline.com/ws/issue/22/2,2022
22,3,https://iwaponline.com/ws/issue/22/3,2022
22,4,https://iwaponline.com/ws/issue/22/4,2022
22,5,https://iwaponline.com/ws/issue/22/5,2022
22,6,https://iwaponline.com/ws/issue/22/6,2022
22,7,https://iwaponline.com/ws/issue/22/7,2022
22,8,https://iwaponline.com/ws/issue/22/8,2022
22,9,https://iwaponline.com/ws/issue/22/9,2022
22,10,https://iwaponline.com/ws/issue/22/10,2022
22,11,https://iwaponline.com/ws/issue/22/11,2022
22,12,https://iwaponline.com/ws/issue/22/12,2022
23,1,https://iwaponline.com/ws/issue/23/1,2023
23,2,https://iwaponline.com/ws/issue/23/2,2023
23,3,https://iwaponline.com/ws/issue/23/3,2023
23,4,https://iwaponline.com/ws/issue/23/4,2023
23,5,https://iwaponline.com/ws/issue/23/5,2023
23,6,https://iwaponline.com/ws/issue/23/6,2023
23,7,https://iwaponline.com/ws/issue/23/7,2023
23,8,https://iwaponline.com/ws/issue/23/8,2023
23,9,https://iwaponline.com/ws/issue/23/9,2023
23,10,https://iwaponline.com/ws/issue/23/10,2023
23,11,https://iwaponline.com/ws/issue/23/11,2023
23,12,https://iwaponline.com/ws/issue/23/12,2023
24,1,https://iwaponline.com/ws/issue/24/1,2024
24,2,https://iwaponline.com/ws/issue/24/2,2024
24,3,https://iwaponline.com/ws/issue/24/3,2024
24,4,https://iwaponline.com/ws/issue/24/4,2024
24,5,https://iwaponline.com/ws/issue/24/5,2024
24,6,https://iwaponline.com/ws/issue/24/6,2024
24,7,https://iwaponline.com/ws/issue/24/7,2024
24,8,https://iwaponline.com/ws/issue/24/8,2024
24,9,https://iwaponline.com/ws/issue/24/9,2024
24,10,https://iwaponline.com/ws/issue/24/10,2024
24,11,https://iwaponline.com/ws/issue/24/11,2024
24,12,https://iwaponline.com/ws/issue/24/12,2024
25,1,https://iwaponline.com/ws/issue/25/1,2025
25,2,https://iwaponline.com/ws/issue/25/2,2025
25,3,https://iwaponline.com/ws/issue/25/3,2025
25,4,https://iwaponline.com/ws/issue/25/4,2025
25,5,https://iwaponline.com/ws/issue/25/5,2025
25,6,https://iwaponline.com/ws/issue/25/6,2025
25,7,https://iwaponline.com/ws/issue/25/7,2025
25,8,https://iwaponline.com/ws/issue/25/8,2025
25,9,https://iwaponline.com/ws/issue/25/9,2025
25,10,https://iwaponline.com/ws/issue/25/10,2025
25,11,https://iwaponline.com/ws/issue/25/11,2025
25,12,https://iwaponline.com/ws/issue/25/12,2025
26,1,https://iwaponline.com/ws/issue/26/1,2026
26,2,https://iwaponline.com/ws/issue/26/2,2026
26,3,https://iwaponline.com/ws/issue/26/3,2026
26,4,https://iwaponline.com/ws/issue/26/4,2026
26,5,https://iwaponline.com/ws/issue/26/5,2026
26,6,https://iwaponline.com/ws/issue/26/6,2026
