volume,issue,url,published_year
47,1,https://iwaponline.com/aqua/issue/47/1,1998
47,2,https://iwaponline.com/aqua/issue/47/2,1998
47,3,https://iwaponline.com/aqua/issue/47/3,1998
47,4,https://iwaponline.com/aqua/issue/47/4,1998
47,6,https://iwaponline.com/aqua/issue/47/6,1998
48,1,https://iwaponline.com/aqua/issue/48/1,1999
48,2,https://iwaponline.com/aqua/issue/48/2,1999
48,3,https://iwaponline.com/aqua/issue/48/3,1999
48,4,https://iwaponline.com/aqua/issue/48/4,1999
48,5,https://iwaponline.com/aqua/issue/48/5,1999
48,6,https://iwaponline.com/aqua/issue/48/6,1999
49,1,https://iwaponline.com/aqua/issue/49/1,2000
49,2,https://iwaponline.com/aqua/issue/49/2,2000
49,3,https://iwaponline.com/aqua/issue/49/3,2000
49,4,https://iwaponline.com/aqua/issue/49/4,2000
49,5,https://iwaponline.com/aqua/issue/49/5,2000
49,6,https://iwaponline.com/aqua/issue/49/6,2000
50,1,https://iwaponline.com/aqua/issue/50/1,2001
50,2,https://iwaponline.com/aqua/issue/50/2,2001
50,3,https://iwaponline.com/aqua/issue/50/3,2001
50,4,https://iwaponline.com/aqua/issue/50/4,2001
50,5,https://iwaponline.com/aqua/issue/50/5,2001
50,6,https://iwaponline.com/aqua/issue/50/6,2001
51,1,https://iwaponline.com/aqua/issue/51/1,2002
51,2,https://iwaponline.com/aqua/issue/51/2,2002
51,3,https://iwaponline.com/aqua/issue/51/3,2002
51,4,https://iwaponline.com/aqua/issue/51/4,2002
51,5,https://iwaponline.com/aqua/issue/51/5,2002
51,6,https://iwaponline.com/aqua/issue/51/6,2002
51,7,https://iwaponline.com/aqua/issue/51/7,2002
51,8,https://iwaponline.com/aqua/issue/51/8,2002
52,1,https://iwaponline.com/aqua/issue/52/1,2003
52,2,https://iwaponline.com/aqua/issue/52/2,2003
52,3,https://iwaponline.com/aqua/issue/52/3,2003
52,4,https://iwaponline.com/aqua/issue/52/4,2003
52,5,https://iwaponline.com/aqua/issue/52/5,2003
52,6,https://iwaponline.com/aqua/issue/52/6,2003
52,7,https://iwaponline.com/aqua/issue/52/7,2003
52,8,https://iwaponline.com/aqua/issue/52/8,2003
53,1,https://iwaponline.com/aqua/issue/53/1,2004
53,2,https://iwaponline.com/aqua/issue/53/2,2004
53,3,https://iwaponline.com/aqua/issue/53/3,2004
53,4,https://iwaponline.com/aqua/issue/53/4,2004
53,5,https://iwaponline.com/aqua/issue/53/5,2004
53,6,https://iwaponline.com/aqua/issue/53/6,2004
53,7,https://iwaponline.com/aqua/issue/53/7,2004
53,8,https://iwaponline.com/aqua/issue/53/8,2004
54,1,https://iwaponline.com/aqua/issue/54/1,2005
54,2,https://iwaponline.com/aqua/issue/54/2,2005
54,3,https://iwaponline.com/aqua/issue/54/3,2005
54,4,https://iwaponline.com/aqua/issue/54/4,2005
54,5,https://iwaponline.com/aqua/issue/54/5,2005
54,6,https://iwaponline.com/aqua/issue/54/6,2005
54,7,https://iwaponline.com/aqua/issue/54/7,2005
54,8,https://iwaponline.com/aqua/issue/54/8,2005
55,1,https://iwaponline.com/aqua/issue/55/1,2006
55,2,https://iwaponline.com/aqua/issue/55/2,2006
55,3,https://iwaponline.com/aqua/issue/55/3,2006
55,4,https://iwaponline.com/aqua/issue/55/4,2006
55,5,https://iwaponline.com/aqua/issue/55/5,2006
55,6,https://iwaponline.com/aqua/issue/55/6,2006
55,7-8,https://iwaponline.com/aqua/issue/55/7-8,2006
56,1,https://iwaponline.com/aqua/issue/56/1,2007
56,2,https://iwaponline.com/aqua/issue/56/2,2007
56,3,https://iwaponline.com/aqua/issue/56/3,2007
56,4,https://iwaponline.com/aqua/issue/56/4,2007
56,5,https://iwaponline.com/aqua/issue/56/5,2007
